54100356784500,HTTP,225,0
54100378774100,HTTP,225,0
54100504507900,HTTP,225,0
54100520929000,HTTP,225,0
54100538343100,HTTP,225,0
54100562437700,HTTP,225,0
54100584272700,HTTP,225,0
54100600805500,HTTP,225,0
54100617664800,HTTP,225,0
54100640504700,HTTP,225,0
54100662893600,HTTP,226,0
54100680897500,HTTP,226,0
54100696894500,HTTP,226,0
54100715082500,HTTP,226,0
54100732531500,HTTP,226,0
54100752490100,HTTP,226,0
54100769788900,HTTP,226,0
54100787478800,HTTP,226,0
54100805637500,HTTP,226,0
54100822673700,HTTP,226,0
54100852839500,HTTP,226,0
54100871142400,HTTP,226,0
54100887892700,HTTP,226,0
54100905146700,HTTP,226,0
54100922213500,HTTP,226,0
54100956101600,HTTP,226,0
54100976596200,HTTP,226,0
54100996080800,HTTP,226,0
54101016917700,HTTP,226,0
54101040173600,HTTP,226,0
54101058620200,HTTP,226,0
54101074447100,HTTP,226,0
54101089850900,HTTP,226,0
54101107140400,HTTP,226,0
54101124917100,HTTP,226,0
54101142832500,HTTP,226,0
54101165090700,HTTP,226,0
54101185600700,HTTP,226,0
54101207203700,HTTP,226,0
54101223170000,HTTP,226,0
54101239004000,HTTP,226,0
54101263040500,HTTP,226,0
54101278869800,HTTP,226,0
54101295223900,HTTP,226,0
54101311026600,HTTP,226,0
54101327568700,HTTP,226,0
54101345949400,HTTP,226,0
54101381653200,HTTP,226,0
54101400132400,HTTP,226,0
54101420542700,HTTP,226,0
54101438459200,HTTP,226,0
54101456009900,HTTP,226,0
54101472565500,HTTP,226,0
54101494565700,HTTP,226,0
54101511374000,HTTP,226,0
54101526861300,HTTP,226,0
54101543691100,HTTP,226,0
54101559340700,HTTP,226,0
54101579219800,HTTP,226,0
54101611266200,HTTP,226,0
54101627713400,HTTP,226,0
54101643936700,HTTP,226,0
54101658925800,HTTP,226,0
54101684336900,HTTP,226,0
54101700737900,HTTP,226,0
54101716046500,HTTP,226,0
54101731260300,HTTP,226,0
54101747554000,HTTP,226,0
54101762941300,HTTP,226,0
54101779146800,HTTP,226,0
54101798244200,HTTP,226,0
54101814554000,HTTP,226,0
54101830009100,HTTP,226,0
54101847028400,HTTP,226,0
54101864983300,HTTP,226,0
54101881969500,HTTP,226,0
54101902435000,HTTP,226,0
54101918116500,HTTP,226,0
54101935077800,HTTP,226,0
54101950370400,HTTP,226,0
54101967165700,HTTP,226,0
54101983816000,HTTP,226,0
54101998666300,HTTP,226,0
54131583772400,HTTP,225,0
54131606448000,HTTP,230,77.597
54131641685600,HTTP,229,38.98
54131660538300,HTTP,230,17.049
54131686455100,HTTP,229,18.78
54131703809600,HTTP,230,24.983
54131721983300,HTTP,230,16.932
54131740162300,HTTP,230,17.077
54131759964500,HTTP,230,17.666
54131781198800,HTTP,230,18.969
54131805579600,HTTP,231,24.543
54131823765300,HTTP,231,20.048
54131845233000,HTTP,231,17.335
54131861687600,HTTP,231,20.703
54131879545600,HTTP,231,15.764
54131899915500,HTTP,231,17.459
54131917559500,HTTP,231,20.162
54131936174100,HTTP,231,16.407
54131953180700,HTTP,231,17.924
54131971284500,HTTP,231,17.826
54131988285400,HTTP,231,15.791
54132009174900,HTTP,230,20.93
54132025315900,HTTP,231,15.726
54132041307900,HTTP,231,15.449
54132061233400,HTTP,231,15.412
54132077034000,HTTP,231,19.444
54132103361700,HTTP,231,17.983
